country,Fully_Vaccinated,MR,CFR
Rwanda,71.84503228711777,0.10655670711321186,1.1031124603615925
Canada,82.55885267322836,1.3018820664347586,1.1018799286968377
"United States",67.79956830866368,3.258406897072314,1.0821755210653448
Albania,44.76307717855638,1.2651645593490946,1.076376001245196
"Equatorial Guinea",12.778670691545127,0.10925921061115901,1.0648202024903992
Venezuela,52.88258655840462,0.20624202786405058,1.0592274553498517
Iraq,17.85498215529964,0.5702743906413061,1.029184216876999
World,63.599200809722156,0.843818605491508,1.0076955308442312
Montenegro,45.42771120842251,4.455557646368418,0.9776990828384766
Belize,54.600589708476754,1.6975708452076934,0.9751257883920346
Mozambique,55.9746365734169,0.0676988927955275,0.9645468531226772
"Cote d'Ivoire",41.40596624753183,0.02958039026797348,0.9469783093083535
Georgia,34.082312582707175,4.515828367008201,0.9336753146716068
Czechia,65.68660728664693,4.027638676995118,0.9216790844529403
"United Kingdom",75.19444240685411,3.182956401505128,0.8863363308922971
Lebanon,43.976968689250356,1.9612936413792703,0.8782906328717419
"British Virgin Islands",58.282267330524704,2.042640112345206,0.8761122518822724
Botswana,54.28593696536517,1.0934113979393985,0.8748022873828932
Spain,85.62538552412525,2.4760804726258736,0.8588494222737225
Ghana,27.433372157318093,0.04367324882071773,0.8544760635655381
Sweden,72.36356480385662,2.1465779547154997,0.8424980653610334
Bermuda,74.2239942685377,2.4452162536795052,0.8372886779371767
Panama,71.77813637128672,1.9482454902732897,0.835284827360854
"French Polynesia",60.74562835464198,2.1188930824180847,0.8325102299985889
Europe,66.97198297209569,2.7035323635029105,0.81846793105795
Palestine,33.84661479186206,1.087222356400174,0.8116855415313383
Jordan,40.3895400223731,1.251298636570049,0.8083585718807761
Slovakia,45.67817055332239,3.7012787379362466,0.7854013412886176
"Costa Rica",83.00505941512142,1.760912717561413,0.7747678583863971
Cuba,89.23814937980939,0.7607785734786346,0.7668773706445097
"South Sudan",20.36261317974279,0.012645269404715696,0.7513066202090593
Uruguay,84.6458859949585,2.219530465736199,0.7378851630398887
Togo,16.454597850531716,0.032773175720727334,0.7369384021142509
Lithuania,68.3620854541977,3.4631996852430023,0.7363509496252141
Asia,72.38695647373368,0.3236718733136894,0.7359911074947314
"Central African Republic",36.09889897167095,0.020253988601843863,0.7356291908078901
Malaysia,81.13543446125749,1.0879475809806856,0.7335270307184186
Italy,81.25631124584739,3.1504228365333797,0.7333026806533516
Thailand,74.60014797824802,0.4835347140768353,0.7294254186285001
Belarus,67.1952130665312,0.7465162922618626,0.7160699249625517
Serbia,47.706840977730344,2.5656522468666805,0.7159818271385134
Belgium,78.64745674795553,2.8721878138693953,0.7144035387707641
Malta,88.38743429971892,1.541366565846542,0.7032733868345853
Tajikistan,51.95108627340538,0.012559293681399254,0.7027999550208028
"Saint Kitts and Nevis",56.62632914578134,0.9647448669281266,0.6986634264884568
"Dominican Republic",54.10484324222463,0.39042389223231894,0.6644830476490728
"High income",74.6705066058405,2.2545222582767126,0.663890252583044
"European Union",72.92301158302377,2.6679785764907136,0.6578683715481524
Curacao,52.28510302187024,1.5744901215129752,0.6545470360544514
Uzbekistan,51.60012022762851,0.04727436295990995,0.653996891816849
"Cape Verde",52.04648982908547,0.6945825929509982,0.6516615788557962
Aruba,78.93930996909609,2.639513803436065,0.636538679352135
Latvia,70.5683504317933,3.351788070595584,0.6361822908921219
Greece,73.60171986982729,3.3489738826450375,0.6268195275576928
Gabon,10.77347522830711,0.12808722656411875,0.6247447937933851
"Solomon Islands",35.11829809795215,0.21124660348598318,0.6225839267548322
Turkey,62.310971829237836,1.1892490721485582,0.5955151999780316
Timor,58.93291423680643,0.1028854139795929,0.5895672234801556
"Turks and Caicos Islands",67.16091501552727,0.8310370467567686,0.5826433609322293
Benin,20.541188766694546,0.012207119012071117,0.5823716460037872
Finland,78.46572978904462,1.5216365308275333,0.5819877182712805
Montserrat,44.23294810786313,1.8128257421255383,0.5702066999287242
Barbados,55.03717432521677,2.0202665757724234,0.5372739719559984
Slovenia,57.6563924781222,3.3205289259629134,0.5338322542676623
"San Marino",70.14841199168893,3.6212525972098546,0.5220367993153616
Ireland,80.79726734921884,1.6784429082552077,0.49613174943081084
Estonia,63.97443863946235,2.1839066591054426,0.4722627189678059
Dominica,42.13832155914126,1.017070287803403,0.46954314720812185
Portugal,86.55119042159774,2.512448571720938,0.46429064288375854
"Hong Kong",90.68733130783671,1.731237438847526,0.4558710494984891
Germany,76.22998556792241,1.971828181510244,0.43663170871947077
France,78.37231061890787,2.4141831212304425,0.4143864355689373
Liechtenstein,67.22906873332487,2.236056409604879,0.4125838060856112
Monaco,70.33789153489901,1.7812611328820804,0.40523690773067333
"New Caledonia",63.68348628599215,1.082911722002076,0.39288797687716626
Kuwait,78.33247362426637,0.602030600020708,0.3877150158857553
Luxembourg,71.428858201269,1.856081136378727,0.38262951149480173
Austria,76.32161422575486,2.41498041806489,0.37562157027180326
Vietnam,87.43366118169625,0.43983483899311326,0.37467506789282967
Mauritius,83.73685433689528,0.801860439345645,0.3551635047343772
"Bonaire Sint Eustatius and Saba",61.86603578293657,1.515599585982552,0.34807708634009676
Laos,69.35962484512537,0.10067100278013998,0.3478101268726914
Kiribati,56.301195546987515,0.1295366398195631,0.3454582401950823
Andorra,66.99272321931791,2.066555615395213,0.34532554781189173
Seychelles,76.2225229850189,1.6054510664115367,0.34157481878661505
Norway,74.6132545648732,0.9132690652968061,0.33597232611587424
Switzerland,68.7824145861247,1.6295460507791857,0.3232459035963291
Anguilla,65.35869496756315,0.7558102916168041,0.3073770491803279
"Isle of Man",79.38344334823859,1.3722289256393876,0.3051989054935803
China,89.50931439633493,0.0038916117469475287,0.2741730833082992
Netherlands,68.08038250924334,1.3139930380402662,0.2686826030604833
Israel,65.17203936924543,1.2844745475711716,0.25397578723705233
Denmark,80.88346670896335,1.366651825429652,0.23660123024398858
Bahrain,83.32870319113024,1.0460272361039697,0.22007513994063685
Mongolia,64.01937044579861,0.6285360671121151,0.21193777205378217
"Wallis and Futuna",58.589168678854776,0.6036564332528458,0.20426028596440038
Japan,83.26642662477164,0.5145310799135818,0.20090369966224664
Cyprus,72.09999475450527,1.41739964085102,0.19904021866213628
Samoa,79.91411484329332,0.13040154683214172,0.18115942028985507
Greenland,68.16830105851949,0.37172089071405817,0.1754239411912121
Taiwan,86.33125655306596,0.6666695684447702,0.17190643688106966
Maldives,73.51708101214591,0.5937403350146431,0.16746720658237663
Oceania,61.890005652896185,0.5103148703142131,0.16636864741435514
Australia,82.72439863225583,0.6766139201701009,0.15747622653104554
"Cayman Islands",88.09260498821338,0.5384010942638456,0.1175648195221149
Vanuatu,40.3058663663296,0.042846999485836,0.1165307141668054
Iceland,77.81996926814749,0.6382356805925401,0.11412733349637239
"New Zealand",79.82054616435073,0.4699834474028352,0.11289431942838506
"South Korea",85.78066369243919,0.6388783901623226,0.1106122910223277
Brunei,99.31559324902784,0.5011113536242601,0.08205180568673714
"Faeroe Islands",76.99041738049965,0.5271382043413596,0.08078942812626233
Tonga,72.48636155220976,0.12164653260594945,0.07836045810729354
Singapore,90.84172458436387,0.30477085241107804,0.07762898136588148
Burundi,0.23072119555768408,0.002948117095797436,0.07247897156154037
Bhutan,86.60782637256744,0.02683853553613809,0.033558655736133085
"Cook Islands",86.39619539689996,0.11742602160638799,0.028739761459979883
Nauru,67.64636356473092,0.07879599716334411,0.02164033758926639
